INFLATION EXPECTATIONS; YEAR-ON-YEAR CHANGE IN HICP,,,,,,,,,,,,,,,,,,,,,,,
TARGET_PERIOD,FCT_SOURCE,POINT,TN1_0,FN1_0TN0_6,FN0_5TN0_1,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5T3_9,F4_0,,,,,,,,,
2022,107,5.6282210656,0,0,0,0,0,0,0,0,0,0,.0000001412,99.9999998588,,,,,,,,,
2022,110,5.6,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,
2022,112,6.3,,,,,,,,,,,10,90,,,,,,,,,
2022,114,6,,,,,,,,,,,,,,,,,,,,,
2022,115,7,0,.0000000002,.0000000048,.0000000866,.0000012847,.0000155309,.0001529714,.0001698785,3,5,7,84.999660243,,,,,,,,,
2022,116,6.5,0,0,0,0,0,0,0,0,0,2.5,7.5,90,,,,,,,,,
2022,117,6.5,,,,,,,,,,,,,,,,,,,,,
2022,119,5,,,,,,,,,,1,1,98,,,,,,,,,
2022,121,7.1019909914,0,0,0,0,0,0,2,3,5,10,20,60,,,,,,,,,
2022,127,6,0,0,0,0,0,0,0,0,5,10,15,70,,,,,,,,,
2022,128,7,,,,,,,,,,,2,98,,,,,,,,,
2022,135,6.8,,,,,,,,,,,10,90,,,,,,,,,
2023,1,2.4,,,1,2,4,6,16,24,20,17,6,4,,,,,,,,,
2023,2,2.5,,,,,,,10,30,40,10,5,5,,,,,,,,,
2023,5,2.2,,,,,2.5,5,15,30,25,15,5,2.5,,,,,,,,,
2023,6,2.8,,,,,,5,10,10,30,30,10,5,,,,,,,,,
2023,7,1.8004191436,,,,,,,,,,,,,,,,,,,,,
2023,10,2.2,,,,,,10,10,70,10,,,,,,,,,,,,
2023,15,2.6,,,,,,5,15,25,25,15,10,5,,,,,,,,,
2023,16,3.1,0,0,1,2,4,6,10,15,20,22,12,8,,,,,,,,,
2023,20,4,,,,,,,,10,10,20,20,40,,,,,,,,,
2023,22,4,,,,,,,,,10,15,20,55,,,,,,,,,
2023,23,1.2,,,,5,15,30,20,15,10,5,,,,,,,,,,,
2023,24,3.5026706376,,,,,,1,2,5,10,25,35,22,,,,,,,,,
2023,26,2,5,5,5,5,10,15,15,10,10,10,5,5,,,,,,,,,
2023,29,2.3,0,0,0,0,1,5,29,33,13,8,6,5,,,,,,,,,
2023,30,2.7,,,,,,,,,,,,,,,,,,,,,
2023,32,2.8,.0725430817,.2391086668,.6865709168,1.7473040696,3.7896271299,6.9643180095,10.8583511745,14.3634790799,16.1202036361,15.3496486806,12.4005965282,17.4082490264,,,,,,,,,
2023,33,3.8,,0,0,0,0,0,5,5,10,30,35,15,,,,,,,,,
2023,37,2.9,,,,,,,,10,42,40,8,,,,,,,,,,
2023,38,2.3996,,,,,,,,55,45,,,,,,,,,,,,
2023,39,2.7,,,,,,10,15,30,30,10,5,,,,,,,,,,
2023,41,3,,,,,,,,,50,40,10,,,,,,,,,,
2023,42,2,,,,,,,20,45,30,5,,,,,,,,,,,
2023,45,1.06,,,,,25,40,10,5,5,5,5,5,,,,,,,,,
2023,47,2.6,,,,,,5,5,20,45,15,5,5,,,,,,,,,
2023,54,,0,0,16.6666666665,16.6666666667,16.6666666667,16.6666666667,16.6666666667,16.6666666667,0,0,0,0,,,,,,,,,
2023,56,3.34,,,,,,,5,10,15,30,20,20,,,,,,,,,
2023,61,,,,,,,,,,,,,,,,,,,,,,
2023,63,1.7,,,,,,10,60,15,10,5,,,,,,,,,,,
2023,65,2.1,,,,,,,25,50,15,10,,,,,,,,,,,
2023,68,2.1,,,,,,,,,,,,,,,,,,,,,
2023,73,2.5,,,,,,,20,25,35,20,,,,,,,,,,,
2023,80,1.3,2.0920502092,2.9288702929,8.2635983264,14.4351464435,16.2133891213,17.7824267782,13.8075313808,9.10041841,6.6945606695,3.870292887,2.4058577406,2.4058577406,,,,,,,,,
2023,82,2.8,,,,,,,,,,,,,,,,,,,,,
2023,85,1.9089595214,.0000000119,.0000063765,.0011652487,.0732942755,1.6085174255,12.514391099,35.0501792529,35.6902479714,13.2150826482,1.762362392,.0833687199,.0013845785,,,,,,,,,
2023,88,1.3,,,5,8,12,15,25,18,12,5,,,,,,,,,,,
2023,89,1.6,,,,5,10,25,30,15,10,5,,,,,,,,,,,
2023,93,1.6,,,,,10,22.5,40,27.5,,,,,,,,,,,,,
2023,95,2.9432428768,.0000004169,.0000234683,.000793186,.0160949658,.1960768241,1.4341139204,6.2974136552,16.6020598214,26.2774313382,24.9703729124,19.0486784762,5.1569410151,,,,,,,,,
2023,97,2.4,,,,,,,,,,,,,,,,,,,,,
2023,98,2.5,,,,,,5,10,25,30,20,10,,,,,,,,,,
2023,99,2.4,,,,,,,10,80,10,,,,,,,,,,,,
2023,101,2.6,,,,,,5,10,25,30,15,10,5,,,,,,,,,
2023,102,2,,,,,,10,25,30,20,10,5,,,,,,,,,,
2023,103,2.5,,,,,,,,,,,,,,,,,,,,,
2023,104,2.3,,,,,,,,,,,,,,,,,,,,,
2023,105,2,,,,,,,,,,,,,,,,,,,,,
2023,107,2.4088436305,.0000000005,.0000003016,.0000669952,.0058362137,.201058395,2.7672107161,15.3825174403,34.8669443606,32.4017865745,12.3386702234,1.9132817427,.1226270364,,,,,,,,,
2023,110,2.1,.0000110586,.0006069608,.0178076174,.2775612086,2.3064800913,10.2528603959,24.4496158056,31.3354019327,21.5962357135,7.9971959627,1.587858692,.1783645608,,,,,,,,,
2023,112,2.1,,,,,5,10,20,30,20,10,5,,,,,,,,,,
2023,114,1.9,,,,,,,,,,,,,,,,,,,,,
2023,115,2.03,.2889304326,.5408053079,1.7897583588,4.2674238312,8.2960918283,13.1503825979,16.9971021384,17.9139460856,15.3953376055,10.7885697352,6.1645856226,4.4070664561,,,,,,,,,
2023,116,2.2,.5,.5,.5,1,2.5,7.5,15,30,20,10,7.5,5,,,,,,,,,
2023,117,3,,,,,,,,,,,,,,,,,,,,,
2023,119,2.2,,,,,,5,10,70,10,5,,,,,,,,,,,
2023,121,2.0634212729,0,.5,1,2.5,5,15,24,26,15,7,3,1,,,,,,,,,
2023,127,3,0,0,0,0,0,0,5,15,25,20,15,20,,,,,,,,,
2023,128,3,,1,2,2,2,3,5,15,20,25,15,10,,,,,,,,,
2023,135,3.4,,,,,,,,,10,20,30,40,,,,,,,,,
2023Mar,1,2.6,,,1,2,4,8,10,16,24,17,10,8,,,,,,,,,
2023Mar,2,5,,,,,,,,,,,5,95,,,,,,,,,
2023Mar,5,2.5,,,,,,5,15,30,27.5,15,5,2.5,,,,,,,,,
2023Mar,6,2.6,,,,,,10,10,10,30,30,10,,,,,,,,,,
2023Mar,7,,,,,,,,,,,,,,,,,,,,,,
2023Mar,10,1.6,,,,,10,10,70,10,,,,,,,,,,,,,
2023Mar,15,,,,,,,,,,,,,,,,,,,,,,
2023Mar,16,3.9,0,0,0,0,0,0,0,5,10,15,40,30,,,,,,,,,
2023Mar,20,5.2,,,,,,,,,,5,5,90,,,,,,,,,
2023Mar,22,4.3,,,,,,,,,,10,20,70,,,,,,,,,
2023Mar,23,1.3,,,,5,15,25,20,15,10,5,3,2,,,,,,,,,
2023Mar,24,4.9659621342,,,,,,,,,,,,,,,,,,,,,
2023Mar,26,1,5,5,5,5,20,20,15,5,5,5,5,5,,,,,,,,,
2023Mar,29,2.7,0,0,0,0,1,5,16,18,26,14,11,9,,,,,,,,,
2023Mar,30,,,,,,,,,,,,,,,,,,,,,,
2023Mar,32,2.9,,,,,,,,,,,,,,,,,,,,,
2023Mar,33,,,,,,,,,,,,,,,,,,,,,,
2023Mar,37,2.9,,,,,,,,14,43,37,6,,,,,,,,,,
2023Mar,38,,,,,,,,,,,,,,,,,,,,,,
2023Mar,39,3.5,,,,,,,,10,20,30,30,10,,,,,,,,,
2023Mar,41,,,,,,,,,,,,,,,,,,,,,,
2023Mar,42,,,,,,,,,,,,,,,,,,,,,,
2023Mar,45,,,,,,,,,,,,,,,,,,,,,,
2023Mar,47,2.5,,,,,,5,10,25,35,20,5,,,,,,,,,,
2023Mar,54,,,,,,,20,20,20,20,20,,,,,,,,,,,
2023Mar,56,3.13,,,,,,,5,10,15,30,20,20,,,,,,,,,
2023Mar,61,,,,,,,,,,,,,,,,,,,,,,
2023Mar,63,2.3,,,,,,,20,45,30,5,,,,,,,,,,,
2023Mar,65,,,,,,,,,,,,,,,,,,,,,,
2023Mar,68,1.9,,,,,,,,,,,,,,,,,,,,,
2023Mar,73,3,,,,,,,,20,25,35,20,,,,,,,,,,
2023Mar,80,,,,,,,,,,,,,,,,,,,,,,
2023Mar,82,1.8,,,,,,,,,,,,,,,,,,,,,
2023Mar,85,2.5949440826,0,0,.0000000114,.0000120379,.0033181279,.2431232588,4.8542954186,27.2220205994,44.0325409245,20.7350927163,2.8028251841,.1067717211,,,,,,,,,
2023Mar,88,1.1,,,5,10,20,20,20,10,10,5,,,,,,,,,,,
2023Mar,89,1.4,,,2.5,5,15,30,20,15,10,2.5,,,,,,,,,,,
2023Mar,93,,,,,,,,,,,,,,,,,,,,,,
2023Mar,95,4.0153867197,.0000016586,.0000188505,.0001800948,.0014463764,.0097647952,.0554174598,.2643819143,1.0602750047,3.5744313145,10.1297106816,24.1317478769,60.7726239727,,,,,,,,,
2023Mar,97,2.2,,,,,,,,,,,,,,,,,,,,,
2023Mar,98,2.6,,,,,,5,15,20,25,25,10,,,,,,,,,,
2023Mar,99,3.3,,,,,,,,,,,,,,,,,,,,,
2023Mar,101,3.6,,,,,,,,,,,,,,,,,,,,,
2023Mar,102,2,,,,,,,,,,,,,,,,,,,,,
2023Mar,103,,,,,,,,,,,,,,,,,,,,,,
2023Mar,104,2.8,,,,,,,,,,,,,,,,,,,,,
2023Mar,105,,,,,,,,,,,,,,,,,,,,,,
2023Mar,107,2.4354377625,.0000001914,.00002233,.0013052653,.0382114091,.5626705749,4.1865192869,15.8067117142,30.3864429885,29.7967692751,14.9033733016,3.7947274715,.5232461915,,,,,,,,,
2023Mar,110,,,,,,,,,,,,,,,,,,,,,,
2023Mar,112,2.3,,,,,5,10,20,30,20,10,5,,,,,,,,,,
2023Mar,114,1.3,,,,,,,,,,,,,,,,,,,,,
2023Mar,115,2.3,.0011063581,.0041650221,.5,1.1,7.7,11.7,16.7,20,17.9,12.7,8.7,2.9947286198,,,,,,,,,
2023Mar,116,2.1,.5,.5,.5,1,2.5,7.5,15,30,20,10,7.5,5,,,,,,,,,
2023Mar,117,3,,,,,,,,,,,,,,,,,,,,,
2023Mar,119,,,,,,,,,,,,,,,,,,,,,,
2023Mar,121,4.21155868259386,0,0,0,1,2,3,4,5,11,17,22,35,,,,,,,,,
2023Mar,127,4,0,0,0,0,0,2,3,10,15,22,20,28,,,,,,,,,
2023Mar,128,3,,,1,1,2,3,8,15,20,25,15,10,,,,,,,,,
2023Mar,135,3.41,,,,,,,,,10,20,30,40,,,,,,,,,
2024,1,2,,1,2,4,6,10,20,27,20,7,3,,,,,,,,,,
2024,2,2,,,,,,5,30,30,10,10,10,5,,,,,,,,,
2024,5,1.7,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,,,
2024,6,2.4,,,,,5,5,10,30,30,15,5,,,,,,,,,,
2024,7,1.9372482954,,,,,,,,,,,,,,,,,,,,,
2024,10,1.8,,,,,,25,65,10,,,,,,,,,,,,,
2024,15,2.2,,,,5,10,10,15,20,15,10,10,5,,,,,,,,,
2024,16,1.5,1,2,4,5,10,15,18,17,12,8,5,3,,,,,,,,,
2024,20,2.3,,,,,5,10,15,30,22,13,3,2,,,,,,,,,
2024,22,2.3,,,,,,10,20,35,20,15,0,0,,,,,,,,,
2024,23,1.7,,,,2,10,15,25,20,15,10,3,,,,,,,,,,
2024,24,1.7286167394,,,1,3,10,28,22,16,12,4,3,1,,,,,,,,,
2024,26,2,,5,5,5,10,15,20,15,10,5,5,5,,,,,,,,,
2024,29,1.9,0,0,0,.1,5,20,31.4,30,8,3,2,.5,,,,,,,,,
2024,30,,,,,,,,,,,,,,,,,,,,,,
2024,32,,,,,,,,,,,,,,,,,,,,,,
2024,33,3.2,,0,0,0,0,1,5,15,25,28,20,6,,,,,,,,,
2024,37,2.5,,,,,,,4,29,57,10,,,,,,,,,,,
2024,38,1.832,,,,,,,60,40,,,,,,,,,,,,,
2024,39,1.1,,,,10,20,25,15,15,10,5,,,,,,,,,,,
2024,41,2.4,,,,,,,,65,35,,,,,,,,,,,,
2024,42,,,,,,,,,,,,,,,,,,,,,,
2024,45,1.06,,,,10,25,35,10,10,5,5,,,,,,,,,,,
2024,47,,,,,,,,,,,,,,,,,,,,,,
2024,54,,0,0,0,0,16.6666666665,16.6666666667,16.6666666667,16.6666666667,16.6666666667,16.6666666667,0,0,,,,,,,,,
2024,56,2.5,,,,,5,5,10,30,30,10,5,5,,,,,,,,,
2024,61,,,,,,,,,,,,,,,,,,,,,,
2024,63,2.2,,,,,,5,30,40,20,5,,,,,,,,,,,
2024,65,,,,,,,,,,,,,,,,,,,,,,
2024,68,2,,,,,,,,,,,,,,,,,,,,,
2024,73,1.9,,,,,,20,25,35,20,,,,,,,,,,,,
2024,80,1.3,3.2426778243,4.9163179916,9.2050209205,11.5062761506,15.2719665272,12.7615062762,12.5523012552,12.1338912134,6.9037656904,6.6945606695,2.510460251,2.3012552301,,,,,,,,,
2024,82,,,,,,,,,,,,,,,,,,,,,,
2024,85,2.0012550065,.000000857,.0001116495,.0065475454,.1732621784,2.0827992234,11.4527776697,28.9812507359,33.8803693996,18.310797016,4.5628291531,.5214593567,.0277952153,,,,,,,,,
2024,88,1.9,,,,5,8,12,18,25,20,10,2,,,,,,,,,,
2024,89,1.8,,,,2.5,12.5,20,25,22.5,10,5,2.5,,,,,,,,,,
2024,93,1.4,,,,,20,40,30,10,,,,,,,,,,,,,
2024,95,1.8615503523,.1283611321,.5554883497,1.8721590877,4.9140200642,10.0451743717,15.9920601295,19.8279460086,19.1459720592,14.3980439013,8.4324921511,3.8462258053,.8420569396,,,,,,,,,
2024,97,,,,,,,,,,,,,,,,,,,,,,
2024,98,1.5,,,,5,15,25,25,15,10,5,,,,,,,,,,,
2024,99,1.6,,,,,,10,70,20,,,,,,,,,,,,,
2024,101,1.8,,,,,5,25,30,30,5,2.5,1.5,1,,,,,,,,,
2024,102,1.9,,,,,5,15,20,30,20,10,,,,,,,,,,,
2024,103,2,,,,,,,,,,,,,,,,,,,,,
2024,104,1.9,,,,,,,,,,,,,,,,,,,,,
2024,105,1.7,,,,,,,,,,,,,,,,,,,,,
2024,107,1.8291568757,.0000012744,.0002073225,.0136717729,.3675669668,4.0677313742,18.7134165354,36.0795605043,29.2714441315,9.9797627238,1.4208924336,.0837049734,.0020399872,,,,,,,,,
2024,110,,,,,,,,,,,,,,,,,,,,,,
2024,112,2.1,,,,,5,10,20,30,20,10,5,,,,,,,,,,
2024,114,1.5,,,,,,,,,,,,,,,,,,,,,
2024,115,,,,,,,,,,,,,,,,,,,,,,
2024,116,,,,,,,,,,,,,,,,,,,,,,
2024,117,,,,,,,,,,,,,,,,,,,,,,
2024,119,1.8,,,,,,,90,10,,,,,,,,,,,,,
2024,121,1.7530964602,0,.5,1,2.5,6,18,30,18,13,7,3,1,,,,,,,,,
2024,127,2.2,0,0,2,4,8,10,15,20,15,10,8,8,,,,,,,,,
2024,128,2.5,,1,2,2,4,6,10,20,25,15,10,5,,,,,,,,,
2024,135,1.82,,,,,,20,30,20,20,10,,,,,,,,,,,
2024Mar,1,2,,1,2,4,6,10,20,27,20,7,3,,,,,,,,,,
2024Mar,2,2.5,,,,,,5,10,30,30,10,10,5,,,,,,,,,
2024Mar,5,2.1,,,,,2.5,10,20,35,20,10,2.5,,,,,,,,,,
2024Mar,6,2.4,,,,,5,5,10,30,30,15,5,,,,,,,,,,
2024Mar,7,,,,,,,,,,,,,,,,,,,,,,
2024Mar,10,1.7,,,,,,20,60,20,,,,,,,,,,,,,
2024Mar,15,,,,,,,,,,,,,,,,,,,,,,
2024Mar,16,1.4,2,3,5,8,16,20,17,13,10,4,1,1,,,,,,,,,
2024Mar,20,2.5,,,,,5,12,20,30,20,10,3,,,,,,,,,,
2024Mar,22,2.3,,,,,,,25,40,20,15,,,,,,,,,,,
2024Mar,23,.7,,,5,15,25,20,15,10,5,3,2,,,,,,,,,,
2024Mar,24,1.425179646,,,3,6,14,30,25,12,6,3,1,,,,,,,,,,
2024Mar,26,2,,2,3,5,10,15,20,20,10,5,5,5,,,,,,,,,
2024Mar,29,1.9,0,0,0,.1,5,16,31.4,32,10,3,2,.5,,,,,,,,,
2024Mar,30,,,,,,,,,,,,,,,,,,,,,,
2024Mar,32,,,,,,,,,,,,,,,,,,,,,,
2024Mar,33,,,,,,,,,,,,,,,,,,,,,,
2024Mar,37,2.7,,,,,,,,20,45,33,2,,,,,,,,,,
2024Mar,38,,,,,,,,,,,,,,,,,,,,,,
2024Mar,39,1.2,,,,10,20,30,20,15,5,,,,,,,,,,,,
2024Mar,41,,,,,,,,,,,,,,,,,,,,,,
2024Mar,42,,,,,,,,,,,,,,,,,,,,,,
2024Mar,45,,,,,,,,,,,,,,,,,,,,,,
2024Mar,47,,,,,,,,,,,,,,,,,,,,,,
2024Mar,54,,0,0,0,16.6666666665,16.6666666667,16.6666666667,16.6666666667,16.6666666667,16.6666666667,0,0,0,,,,,,,,,
2024Mar,56,2.5,,,,,5,5,10,30,30,10,5,5,,,,,,,,,
2024Mar,61,,,,,,,,,,,,,,,,,,,,,,
2024Mar,63,2.2,,,,,,5,25,35,30,5,,,,,,,,,,,
2024Mar,65,,,,,,,,,,,,,,,,,,,,,,
2024Mar,68,2,,,,,,,,,,,,,,,,,,,,,
2024Mar,73,2,,,,,,20,25,35,20,,,,,,,,,,,,
2024Mar,80,,,,,,,,,,,,,,,,,,,,,,
2024Mar,82,,,,,,,,,,,,,,,,,,,,,,
2024Mar,85,1.8811213968,.0000001244,.0000347175,.0036776069,.1489909778,2.334007768,14.3096716826,34.7095539047,33.5249079971,12.890444222,1.9595380465,.1164747194,.0026982331,,,,,,,,,
2024Mar,88,1.9,,,,,5,10,25,22,20,10,7,1,,,,,,,,,
2024Mar,89,1.7,,,,2.5,15,20,25,22.5,7.5,5,2.5,,,,,,,,,,
2024Mar,93,,,,,,,,,,,,,,,,,,,,,,
2024Mar,95,1.6677878919,.0925383264,.4991008018,1.9770305837,5.7517102673,12.2896384834,19.2858909862,22.2279187528,18.8155270065,11.697484183,5.3410548681,1.7911011203,.2310046205,,,,,,,,,
2024Mar,97,,,,,,,,,,,,,,,,,,,,,,
2024Mar,98,1.4,,,,5,20,25,20,15,10,5,,,,,,,,,,,
2024Mar,99,1.5,,,,,,,,,,,,,,,,,,,,,
2024Mar,101,1.7,,,,,,,,,,,,,,,,,,,,,
2024Mar,102,,,,,,,,,,,,,,,,,,,,,,
2024Mar,103,,,,,,,,,,,,,,,,,,,,,,
2024Mar,104,2.3,,,,,,,,,,,,,,,,,,,,,
2024Mar,105,,,,,,,,,,,,,,,,,,,,,,
2024Mar,107,2.082889884,.0000113707,.0006710954,.0206160698,.3280462938,2.7145263425,11.7255287174,26.5225105042,31.4773270284,19.6097355789,6.4050237318,1.0940184371,.10198483,,,,,,,,,
2024Mar,110,,,,,,,,,,,,,,,,,,,,,,
2024Mar,112,2,,,,,5,10,15,30,25,10,5,,,,,,,,,,
2024Mar,114,1.4,,,,,,,,,,,,,,,,,,,,,
2024Mar,115,,,,,,,,,,,,,,,,,,,,,,
2024Mar,116,,,,,,,,,,,,,,,,,,,,,,
2024Mar,117,,,,,,,,,,,,,,,,,,,,,,
2024Mar,119,,,,,,,,,,,,,,,,,,,,,,
2024Mar,121,1.1988752196,.5,1,2.5,6,18,30,18,13,7,3,1,0,,,,,,,,,
2024Mar,127,2.2,0,0,2,4,8,10,15,20,15,10,8,8,,,,,,,,,
2024Mar,128,2.7,,1,1,1,3,6,9,16,25,20,12,6,,,,,,,,,
2024Mar,135,1.75,,,,,,10,35,25,15,15,,,,,,,,,,,
2026,1,2,,1,2,4,6,10,20,26,20,7,3,1,,,,,,,,,
2026,2,2,,,,5,10,10,20,20,15,10,5,5,,,,,,,,,
2026,5,1.7,,,1,2,7,25,30,25,7,2,1,,,,,,,,,,
2026,6,2.3,,,,,5,10,10,30,30,10,5,,,,,,,,,,
2026,7,1.898089879,,,,,,,,,,,,,,,,,,,,,
2026,10,1.9,,,,,,20,60,20,,,,,,,,,,,,,
2026,15,2.2,,,,5,10,10,15,20,15,10,10,5,,,,,,,,,
2026,16,1.6,3,3,3,5,7,18,21,16,12,7,3,2,,,,,,,,,
2026,20,1.9,,,,3,10,18,30,25,12,2,,,,,,,,,,,
2026,22,2,,,,,10,15,25,25,15,10,,,,,,,,,,,
2026,23,2.8,,1,2,4,7,11,13,15,17,16,11,3,,,,,,,,,
2026,24,2,,,1,2,8,14,20,26,19,6,3,1,,,,,,,,,
2026,26,1.9,,2,3,6,12,12,22,20,12,6,3,2,,,,,,,,,
2026,29,2,0,0,0,.1,5,17,26,30.4,16,3,2,.5,,,,,,,,,
2026,30,1.7,,,,,,,,,,,,,,,,,,,,,
2026,32,2.5,,,,,,,,,,,,,,,,,,,,,
2026,33,2.8,,0,0,1,5,8,10,13,20,22,15,6,,,,,,,,,
2026,37,2.6,,,,,,,1,29,62,8,,,,,,,,,,,
2026,38,1.85,,,,,,,60,40,,,,,,,,,,,,,
2026,39,2.1,,,,,10,15,20,25,20,10,,,,,,,,,,,
2026,41,,,,,,,,,,,,,,,,,,,,,,
2026,42,,,,,,,,,,,,,,,,,,,,,,
2026,45,1.73,,,,5,15,30,30,10,5,5,,,,,,,,,,,
2026,47,,,,,,,,,,,,,,,,,,,,,,
2026,54,,,,,,,10,30,40,15,5,,,,,,,,,,,
2026,56,1.9,,,,5,10,15,25,20,10,5,5,5,,,,,,,,,
2026,61,,,,,,,,,,,,,,,,,,,,,,
2026,63,2,,,,,,10,35,40,10,5,,,,,,,,,,,
2026,65,,,,,,,,,,,,,,,,,,,,,,
2026,68,2,,,,,,,,,,,,,,,,,,,,,
2026,73,2,,,,,,20,25,35,20,,,,,,,,,,,,
2026,80,1.9,1.0460251046,2.4058577406,3.7656903766,7.0083682008,7.7405857741,11.7154811715,17.9916317992,13.0753138075,11.0878661088,10.1464435146,5.6485355649,8.3682008368,,,,,,,,,
2026,82,,,,,,,,,,,,,,,,,,,,,,
2026,85,2,.005331235,.0523712693,.3755423321,1.8417683585,6.1815590403,14.2061630026,22.3634422793,24.1200686103,17.8243021589,9.0235360273,3.1284681768,.8774475096,,,,,,,,,
2026,88,2.1,,,,,5,10,18,25,22,15,5,,,,,,,,,,
2026,89,2.05,,,,2.5,5,15,25,25,20,5,2.5,,,,,,,,,,
2026,93,,,,,,,,,,,,,,,,,,,,,,
2026,95,2.2112716059,.0094127157,.0721753482,.4064632878,1.6811724207,5.106950886,11.3938264179,18.6696428345,22.4678188511,19.8584025926,12.8909879223,6.145915506,1.2972312172,,,,,,,,,
2026,97,,,,,,,,,,,,,,,,,,,,,,
2026,98,1.9,,,,,5,15,30,25,20,5,,,,,,,,,,,
2026,99,1.8,,,,,,10,80,10,,,,,,,,,,,,,
2026,101,2,,,,1,5,15,25,25,15,8,5,1,,,,,,,,,
2026,102,2,,,,,10,15,25,25,15,10,,,,,,,,,,,
2026,103,,,,,,,,,,,,,,,,,,,,,,
2026,104,3,,,,,,,,,,,,,,,,,,,,,
2026,105,,,,,,,,,,,,,,,,,,,,,,
2026,107,2.1,,,,,,,,,,,,,,,,,,,,,
2026,110,2,.0312740154,.1748374822,.8191038469,2.8502402359,7.3684019566,14.1548002075,20.2086133133,21.4440712702,16.9130496969,9.9141772282,4.3187568199,1.8026739271,,,,,,,,,
2026,112,2.1,,,,,5,10,15,30,25,10,5,,,,,,,,,,
2026,114,1.7,,,,,,,,,,,,,,,,,,,,,
2026,115,,,,,,,,,,,,,,,,,,,,,,
2026,116,2,.5,1,1.5,4.5,8.5,12.5,22.5,22.5,12.5,8.5,4.5,1,,,,,,,,,
